company_id,year,operating_activity,investing_activity,financing_activity,capital_allocation
GAIL,2018.0,8769.0,-2660.0,-5252.0,Reinvestor
GAIL,2019.0,7984.0,-5701.0,-3364.0,Reinvestor
GAIL,2020.0,8345.0,-8299.0,281.0,Mixed
GAIL,2021.0,8993.0,-4640.0,-3471.0,Reinvestor
GAIL,2022.0,9420.0,-5490.0,-3917.0,Reinvestor
GAIL,2023.0,3205.0,-7453.0,2972.0,Mixed
GAIL,2024.0,12586.0,-8226.0,-3457.0,Reinvestor
GODREJCP,2013.0,820.0,-865.0,282.0,Mixed
GODREJCP,2014.0,1116.0,-494.0,-620.0,Reinvestor
GODREJCP,2015.0,1027.0,-1236.0,-12.0,Reinvestor
GODREJCP,2016.0,847.0,-622.0,-202.0,Reinvestor
GODREJCP,2017.0,1860.0,-2243.0,665.0,Mixed
GODREJCP,2018.0,1723.0,-336.0,-1384.0,Reinvestor
GODREJCP,2019.0,1729.0,274.0,-2039.0,Liquidating Assets
GODREJCP,2020.0,1588.0,-552.0,-1295.0,Reinvestor
GODREJCP,2021.0,2030.0,-292.0,-1816.0,Reinvestor
GODREJCP,2022.0,1451.0,-844.0,-380.0,Reinvestor
GODREJCP,2023.0,2151.0,-1754.0,-794.0,Reinvestor
GODREJCP,2024.0,2070.0,-3435.0,1406.0,Mixed
GRASIM,2013.0,4242.0,-5687.0,1348.0,Mixed
GRASIM,2014.0,3549.0,-2336.0,-1046.0,Reinvestor
GRASIM,2015.0,4594.0,-2359.0,-2278.0,Reinvestor
GRASIM,2016.0,5868.0,-4515.0,-1365.0,Reinvestor
GRASIM,2017.0,7288.0,-3509.0,-3799.0,Reinvestor
GRASIM,2018.0,-4140.0,1546.0,3449.0,Distress Signal
GRASIM,2019.0,-1659.0,-2212.0,4158.0,Growth Funded by Debt
GRASIM,2020.0,16620.0,-11364.0,-3418.0,Reinvestor
GRASIM,2021.0,15075.0,-7146.0,-8003.0,Reinvestor
GRASIM,2022.0,7038.0,-1053.0,-6733.0,Reinvestor
GRASIM,2023.0,-12685.0,-13712.0,26469.0,Growth Funded by Debt
GRASIM,2024.0,-10719.0,-23114.0,33908.0,Growth Funded by Debt
HAL,2017.0,-423.0,3021.0,-164.0,Unknown
HAL,2018.0,-734.0,594.0,-2540.0,Unknown
HAL,2019.0,-7694.0,5292.0,2321.0,Distress Signal
HAL,2020.0,1537.0,-1334.0,64.0,Mixed
HAL,2021.0,15124.0,-1190.0,-7070.0,Reinvestor
HAL,2022.0,10180.0,-12789.0,-1464.0,Reinvestor
HAL,2023.0,8836.0,-5734.0,-1731.0,Reinvestor
HAL,2024.0,8226.0,-6412.0,-1999.0,Reinvestor
HAVELLS,2013.0,638.0,-144.0,-252.0,Reinvestor
HAVELLS,2014.0,868.0,-376.0,-310.0,Reinvestor
HAVELLS,2015.0,963.0,-485.0,-754.0,Reinvestor
HAVELLS,2016.0,513.0,-121.0,-621.0,Reinvestor
HAVELLS,2017.0,767.0,-220.0,-98.0,Reinvestor
HAVELLS,2018.0,1100.0,-946.0,-409.0,Reinvestor
HAVELLS,2019.0,501.0,185.0,-318.0,Liquidating Assets
HAVELLS,2020.0,827.0,-548.0,-716.0,Reinvestor
HAVELLS,2021.0,660.0,-763.0,190.0,Mixed
HAVELLS,2022.0,1728.0,-759.0,-547.0,Reinvestor
HAVELLS,2023.0,565.0,31.0,-907.0,Liquidating Assets
HAVELLS,2024.0,1953.0,-1618.0,-534.0,Reinvestor
HCLTECH,2013.0,4492.0,-2361.0,-2086.0,Reinvestor
HCLTECH,2014.0,6457.0,-4842.0,-1308.0,Reinvestor
HCLTECH,2015.0,5539.0,-2088.0,-3140.0,Reinvestor
HCLTECH,2016.0,3823.0,-2208.0,-2237.0,Reinvestor
HCLTECH,2017.0,8995.0,-3890.0,-4517.0,Reinvestor
HCLTECH,2018.0,8328.0,-2236.0,-5714.0,Reinvestor
HCLTECH,2019.0,8971.0,-3256.0,-1471.0,Reinvestor
HCLTECH,2020.0,13359.0,-12332.0,-3168.0,Reinvestor
HCLTECH,2021.0,19618.0,-5665.0,-11192.0,Reinvestor
HCLTECH,2022.0,16900.0,1597.0,-14508.0,Liquidating Assets
HCLTECH,2023.0,18009.0,-3573.0,-15881.0,Reinvestor
HCLTECH,2024.0,22448.0,-6608.0,-15464.0,Reinvestor
HDFCBANK,2013.0,-5847.0,-902.0,13105.0,Growth Funded by Debt
HDFCBANK,2014.0,4211.0,-1099.0,9270.0,Mixed
HDFCBANK,2015.0,-21281.0,-800.0,18694.0,Growth Funded by Debt
HDFCBANK,2016.0,-34435.0,-837.0,37815.0,Growth Funded by Debt
HDFCBANK,2017.0,17282.0,-1146.0,-5893.0,Reinvestor
HDFCBANK,2018.0,17214.0,-842.0,57378.0,Mixed
HDFCBANK,2019.0,-62872.0,-1503.0,23131.0,Growth Funded by Debt
HDFCBANK,2020.0,-16869.0,-1403.0,24394.0,Growth Funded by Debt
HDFCBANK,2021.0,42476.0,-1823.0,-7321.0,Reinvestor
HDFCBANK,2022.0,-11960.0,-2051.0,48124.0,Growth Funded by Debt
HDFCBANK,2023.0,20814.0,-2992.0,23941.0,Mixed
HDFCBANK,2024.0,19069.0,16600.0,-3983.0,Liquidating Assets
HDFCLIFE,2013.0,,,,Pre-Revenue
HDFCLIFE,2014.0,,,,Pre-Revenue
HDFCLIFE,2015.0,4459.0,-3514.0,-168.0,Reinvestor
HDFCLIFE,2016.0,5687.0,-3962.0,-212.0,Reinvestor
HDFCLIFE,2017.0,6230.0,-5177.0,-236.0,Reinvestor
HDFCLIFE,2018.0,6739.0,-4421.0,-196.0,Reinvestor
HDFCLIFE,2019.0,9868.0,-10182.0,-337.0,Reinvestor
HDFCLIFE,2020.0,7388.0,-7789.0,38.0,Mixed
HDFCLIFE,2021.0,9703.0,-8952.0,678.0,Mixed
HDFCLIFE,2022.0,5943.0,-801.0,-238.0,Reinvestor
HDFCLIFE,2023.0,6883.0,-10071.0,1985.0,Mixed
HDFCLIFE,2024.0,10721.0,-13614.0,-403.0,Reinvestor
HEROMOTOCO,2014.0,2963.0,-1616.0,-1414.0,Reinvestor
HEROMOTOCO,2015.0,2186.0,31.0,-2131.0,Liquidating Assets
HEROMOTOCO,2016.0,3722.0,-2300.0,-1475.0,Reinvestor
HEROMOTOCO,2017.0,4007.0,-1972.0,-2036.0,Reinvestor
HEROMOTOCO,2018.0,4017.0,-1858.0,-2102.0,Reinvestor
HEROMOTOCO,2019.0,1032.0,1298.0,-2252.0,Liquidating Assets
HEROMOTOCO,2020.0,5518.0,-2819.0,-2602.0,Reinvestor
HEROMOTOCO,2021.0,4110.0,-2289.0,-1852.0,Reinvestor
HEROMOTOCO,2022.0,2104.0,-222.0,-1975.0,Reinvestor
HEROMOTOCO,2023.0,2614.0,-421.0,-2147.0,Reinvestor
HEROMOTOCO,2024.0,4923.0,-1828.0,-2717.0,Reinvestor
HINDALCO,2013.0,2977.0,-13801.0,10278.0,Mixed
HINDALCO,2014.0,7956.0,-8095.0,1493.0,Mixed
HINDALCO,2015.0,7143.0,-3873.0,-2437.0,Reinvestor
HINDALCO,2016.0,11688.0,-3220.0,-8862.0,Reinvestor
HINDALCO,2017.0,12687.0,-2876.0,-5552.0,Reinvestor
HINDALCO,2018.0,10898.0,5333.0,-16412.0,Liquidating Assets
HINDALCO,2019.0,11977.0,-5456.0,-5466.0,Reinvestor
HINDALCO,2020.0,12745.0,-7227.0,6656.0,Mixed
HINDALCO,2021.0,17232.0,-25280.0,-4882.0,Reinvestor
HINDALCO,2022.0,16838.0,-6773.0,-6765.0,Reinvestor
HINDALCO,2023.0,19208.0,-7559.0,-10450.0,Reinvestor
HINDALCO,2024.0,24056.0,-14267.0,-10817.0,Reinvestor
HINDUNILVR,2013.0,3605.0,63.0,-4147.0,Liquidating Assets
HINDUNILVR,2014.0,3818.0,-475.0,-2960.0,Reinvestor
HINDUNILVR,2015.0,3292.0,138.0,-3462.0,Liquidating Assets
HINDUNILVR,2016.0,4171.0,-282.0,-3864.0,Reinvestor
HINDUNILVR,2017.0,5185.0,-1173.0,-4214.0,Reinvestor
HINDUNILVR,2018.0,6059.0,-1063.0,-4975.0,Reinvestor
HINDUNILVR,2019.0,5800.0,-438.0,-5390.0,Reinvestor
HINDUNILVR,2020.0,7623.0,1791.0,-6819.0,Liquidating Assets
HINDUNILVR,2021.0,9163.0,-1228.0,-9309.0,Reinvestor
HINDUNILVR,2022.0,9048.0,-1728.0,-8015.0,Reinvestor
HINDUNILVR,2023.0,9991.0,-1484.0,-8953.0,Reinvestor
HINDUNILVR,2024.0,15469.0,-5324.0,-10034.0,Reinvestor
ICICIBANK,2013.0,17494.0,-18563.0,9283.0,Mixed
ICICIBANK,2014.0,6765.0,-15750.0,7872.0,Mixed
ICICIBANK,2015.0,-12273.0,-13175.0,24827.0,Growth Funded by Debt
ICICIBANK,2016.0,23645.0,-12060.0,5814.0,Mixed
ICICIBANK,2017.0,52636.0,-1711.0,-35470.0,Reinvestor
ICICIBANK,2018.0,19383.0,-50551.0,39676.0,Mixed
ICICIBANK,2019.0,48671.0,-30282.0,-19997.0,Reinvestor
ICICIBANK,2020.0,79565.0,-42095.0,2992.0,Mixed
ICICIBANK,2021.0,138015.0,-63631.0,-54667.0,Reinvestor
ICICIBANK,2022.0,58111.0,-39448.0,17451.0,Mixed
ICICIBANK,2023.0,-3771.0,-67689.0,24791.0,Growth Funded by Debt
ICICIBANK,2024.0,157284.0,-144737.0,13765.0,Mixed
ICICIGI,2013.0,984.0,-962.0,102.0,Mixed
ICICIGI,2014.0,595.0,-706.0,4.0,Mixed
ICICIGI,2015.0,-98.0,171.0,-93.0,Unknown
ICICIGI,2016.0,511.0,-310.0,-148.0,Reinvestor
ICICIGI,2017.0,1628.0,-1990.0,361.0,Mixed
ICICIGI,2018.0,2390.0,-1896.0,-96.0,Reinvestor
ICICIGI,2019.0,2976.0,-2856.0,-310.0,Reinvestor
ICICIGI,2020.0,3433.0,-3382.0,-420.0,Reinvestor
ICICIGI,2021.0,1774.0,-1367.0,-212.0,Reinvestor
ICICIGI,2022.0,809.0,135.0,-879.0,Liquidating Assets
ICICIGI,2023.0,2290.0,-1685.0,-695.0,Reinvestor
ICICIGI,2024.0,2407.0,-1921.0,-355.0,Reinvestor
ICICIPRULI,2013.0,-2641.0,1564.0,-514.0,Unknown
ICICIPRULI,2014.0,-2382.0,6012.0,-1091.0,Unknown
ICICIPRULI,2015.0,523.0,-1822.0,-966.0,Reinvestor
ICICIPRULI,2016.0,3634.0,27.0,-1442.0,Liquidating Assets
ICICIPRULI,2017.0,4130.0,-696.0,-994.0,Reinvestor
ICICIPRULI,2018.0,5690.0,-5389.0,-1188.0,Reinvestor
ICICIPRULI,2019.0,11377.0,-7559.0,-843.0,Reinvestor
ICICIPRULI,2020.0,8596.0,-10797.0,-405.0,Reinvestor
ICICIPRULI,2021.0,7314.0,-5084.0,1205.0,Mixed
ICICIPRULI,2022.0,1831.0,-816.0,-319.0,Reinvestor
ICICIPRULI,2023.0,89.0,-1145.0,-112.0,Reinvestor
ICICIPRULI,2024.0,-7315.0,7420.0,-88.0,Unknown
INDUSINDBK,2013.0,-486.0,-174.0,1969.0,Growth Funded by Debt
INDUSINDBK,2014.0,-4106.0,-174.0,4200.0,Growth Funded by Debt
INDUSINDBK,2015.0,-1421.0,-276.0,5707.0,Growth Funded by Debt
INDUSINDBK,2016.0,-2927.0,-258.0,2517.0,Growth Funded by Debt
INDUSINDBK,2017.0,11569.0,-285.0,-2768.0,Reinvestor
INDUSINDBK,2018.0,-20700.0,-217.0,15505.0,Growth Funded by Debt
INDUSINDBK,2019.0,-6389.0,-633.0,8590.0,Growth Funded by Debt
INDUSINDBK,2020.0,-12039.0,526.0,12733.0,Distress Signal
INDUSINDBK,2021.0,44646.0,-226.0,-4096.0,Reinvestor
INDUSINDBK,2022.0,16600.0,-351.0,-4302.0,Reinvestor
INDUSINDBK,2023.0,-12438.0,-441.0,1115.0,Growth Funded by Debt
INDUSINDBK,2024.0,-16843.0,-625.0,-2242.0,Pre-Revenue
INFY,2013.0,7373.0,-2922.0,-3210.0,Reinvestor
INFY,2014.0,9825.0,-2563.0,-3144.0,Reinvestor
INFY,2015.0,8353.0,999.0,-4935.0,Liquidating Assets
INFY,2016.0,10028.0,-885.0,-6813.0,Reinvestor
INFY,2017.0,11531.0,-14664.0,-6939.0,Reinvestor
INFY,2018.0,13218.0,4533.0,-20505.0,Liquidating Assets
INFY,2019.0,14841.0,-632.0,-14512.0,Reinvestor
INFY,2020.0,17003.0,-331.0,-17591.0,Reinvestor
INFY,2021.0,23224.0,-7373.0,-9786.0,Reinvestor
INFY,2022.0,23885.0,-6485.0,-24642.0,Reinvestor
INFY,2023.0,22467.0,-1071.0,-26695.0,Reinvestor
INFY,2024.0,25210.0,-5093.0,-17504.0,Reinvestor
IOC,2013.0,9340.0,-9294.0,352.0,Mixed
IOC,2014.0,24195.0,-18594.0,-3116.0,Reinvestor
IOC,2015.0,46092.0,-10215.0,-38283.0,Reinvestor
IOC,2016.0,25624.0,-13610.0,-11890.0,Reinvestor
IOC,2017.0,28216.0,-17684.0,-10937.0,Reinvestor
IOC,2018.0,29115.0,-17119.0,-12007.0,Reinvestor
IOC,2019.0,12747.0,-22569.0,10436.0,Mixed
IOC,2020.0,7146.0,-29101.0,22456.0,Mixed
IOC,2021.0,49650.0,-22935.0,-27369.0,Reinvestor
IOC,2022.0,25747.0,-21294.0,-4058.0,Reinvestor
IOC,2023.0,29644.0,-28030.0,-1794.0,Reinvestor
IOC,2024.0,71099.0,-31464.0,-39385.0,Reinvestor
IRCTC,2015.0,69.0,-46.0,-17.0,Reinvestor
IRCTC,2016.0,288.0,7.0,-31.0,Liquidating Assets
IRCTC,2017.0,338.0,94.0,-136.0,Liquidating Assets
IRCTC,2018.0,24.0,40.0,-57.0,Liquidating Assets
IRCTC,2019.0,499.0,-353.0,-179.0,Reinvestor
IRCTC,2020.0,409.0,8.0,-280.0,Liquidating Assets
IRCTC,2021.0,248.0,-453.0,-47.0,Reinvestor
IRCTC,2022.0,524.0,-242.0,-258.0,Reinvestor
IRCTC,2023.0,812.0,-317.0,-434.0,Reinvestor
IRCTC,2024.0,882.0,-215.0,-404.0,Reinvestor
IRFC,2016.0,-16378.0,2.0,17582.0,Distress Signal
IRFC,2017.0,-19455.0,2.0,18250.0,Distress Signal
IRFC,2018.0,-28076.0,2.0,28075.0,Distress Signal
IRFC,2019.0,-41748.0,1.0,41749.0,Distress Signal
IRFC,2020.0,-62701.0,1.0,62697.0,Distress Signal
IRFC,2021.0,-89907.0,0.0,90202.0,Distress Signal
IRFC,2022.0,-64412.0,-5.0,64266.0,Growth Funded by Debt
IRFC,2023.0,-28588.0,0.0,28644.0,Distress Signal
IRFC,2024.0,7914.0,-8.0,-8046.0,Reinvestor
ITC,2013.0,7102.0,-3881.0,-3310.0,Reinvestor
ITC,2014.0,7344.0,-3254.0,-4122.0,Reinvestor
ITC,2015.0,9843.0,-5275.0,-4661.0,Reinvestor
ITC,2016.0,9799.0,-3921.0,-5613.0,Reinvestor
ITC,2017.0,10627.0,-3251.0,-7301.0,Reinvestor
ITC,2018.0,13169.0,-7114.0,-6221.0,Reinvestor
ITC,2019.0,12583.0,-5546.0,-6869.0,Reinvestor
ITC,2020.0,14690.0,-6174.0,-8181.0,Reinvestor
ITC,2021.0,12527.0,5740.0,-18634.0,Liquidating Assets
ITC,2022.0,15776.0,-2238.0,-13580.0,Reinvestor
ITC,2023.0,18878.0,-5732.0,-13006.0,Reinvestor
ITC,2024.0,17179.0,1563.0,-18551.0,Liquidating Assets
JINDALSTEL,2013.0,3522.0,-9591.0,6111.0,Mixed
JINDALSTEL,2014.0,4580.0,-12694.0,8879.0,Mixed
JINDALSTEL,2015.0,1182.0,-6717.0,5708.0,Mixed
JINDALSTEL,2016.0,4333.0,-2262.0,-2672.0,Reinvestor
JINDALSTEL,2017.0,6850.0,-1998.0,-5108.0,Reinvestor
JINDALSTEL,2018.0,7724.0,-1431.0,-6276.0,Reinvestor
JINDALSTEL,2019.0,9027.0,-832.0,-8261.0,Reinvestor
JINDALSTEL,2020.0,8814.0,-1476.0,-7016.0,Reinvestor
JINDALSTEL,2021.0,11961.0,-1884.0,-4612.0,Reinvestor
JINDALSTEL,2022.0,16048.0,-2331.0,-15120.0,Reinvestor
JINDALSTEL,2023.0,7347.0,-4090.0,-2500.0,Reinvestor
JINDALSTEL,2024.0,6008.0,-8344.0,1381.0,Mixed
JIOFIN,2023.0,2055.0,-1110.0,-889.0,Reinvestor
JIOFIN,2024.0,-678.0,1441.0,-753.0,Unknown
JSWENERGY,2013.0,1725.0,-944.0,-684.0,Reinvestor
JSWENERGY,2014.0,2269.0,-363.0,-1859.0,Reinvestor
JSWENERGY,2015.0,3394.0,-422.0,-2327.0,Reinvestor
JSWENERGY,2016.0,3538.0,-3272.0,-1622.0,Reinvestor
JSWENERGY,2017.0,3853.0,-762.0,-2595.0,Reinvestor
JSWENERGY,2018.0,3934.0,-215.0,-3968.0,Reinvestor
JSWENERGY,2019.0,2491.0,-55.0,-2523.0,Reinvestor
JSWENERGY,2020.0,2082.0,301.0,-1962.0,Liquidating Assets
JSWENERGY,2021.0,3700.0,-1030.0,-2515.0,Reinvestor
JSWENERGY,2022.0,2952.0,-1387.0,-781.0,Reinvestor
JSWENERGY,2023.0,2084.0,-6778.0,7327.0,Mixed
JSWENERGY,2024.0,6234.0,-8197.0,1675.0,Mixed
JSWSTEEL,2013.0,5844.0,-5433.0,-791.0,Reinvestor
JSWSTEEL,2014.0,2594.0,-5618.0,3300.0,Mixed
JSWSTEEL,2015.0,7876.0,-7372.0,-169.0,Reinvestor
JSWSTEEL,2016.0,6897.0,-3857.0,-3151.0,Reinvestor
JSWSTEEL,2017.0,7888.0,-5094.0,-2710.0,Reinvestor
JSWSTEEL,2018.0,12379.0,-4529.0,-8185.0,Reinvestor
JSWSTEEL,2019.0,14633.0,-11387.0,1753.0,Mixed
JSWSTEEL,2020.0,12785.0,-19589.0,5189.0,Mixed
JSWSTEEL,2021.0,18789.0,-7702.0,-3110.0,Reinvestor
JSWSTEEL,2022.0,26270.0,-14748.0,-14657.0,Reinvestor
JSWSTEEL,2023.0,23323.0,-10730.0,-5977.0,Reinvestor
JSWSTEEL,2024.0,12078.0,-14467.0,-5005.0,Reinvestor
KOTAKBANK,2013.0,2878.0,-9035.0,7099.0,Mixed
KOTAKBANK,2014.0,9068.0,-1130.0,-5814.0,Reinvestor
KOTAKBANK,2015.0,2302.0,-4467.0,2426.0,Mixed
KOTAKBANK,2016.0,5025.0,-2353.0,2024.0,Mixed
KOTAKBANK,2017.0,13222.0,-5289.0,6055.0,Mixed
KOTAKBANK,2018.0,-10392.0,-5475.0,14679.0,Growth Funded by Debt
KOTAKBANK,2019.0,1822.0,-3323.0,8365.0,Mixed
KOTAKBANK,2020.0,46619.0,-13068.0,-735.0,Reinvestor
KOTAKBANK,2021.0,4881.0,-11172.0,-10072.0,Reinvestor
KOTAKBANK,2022.0,8308.0,-10903.0,7543.0,Mixed
KOTAKBANK,2023.0,-1242.0,-10381.0,1883.0,Growth Funded by Debt
KOTAKBANK,2024.0,15685.0,-8919.0,15515.0,Mixed
LICI,2019.0,13274.0,9636.0,-13700.0,Liquidating Assets
LICI,2020.0,54367.0,-40415.0,-18664.0,Reinvestor
LICI,2021.0,80602.0,148447.0,-256125.0,Liquidating Assets
LICI,2022.0,-3783.0,12531.0,0.0,Distress Signal
LICI,2023.0,54519.0,-52848.0,-949.0,Reinvestor
LICI,2024.0,26122.0,-25269.0,-4427.0,Reinvestor
LODHA,2016.0,387.0,-854.0,330.0,Mixed
LODHA,2017.0,1469.0,-1174.0,-312.0,Reinvestor
LODHA,2018.0,696.0,-651.0,24.0,Mixed
LODHA,2019.0,-463.0,-175.0,736.0,Growth Funded by Debt
LODHA,2020.0,3772.0,182.0,-4188.0,Liquidating Assets
LODHA,2021.0,2524.0,420.0,-2835.0,Liquidating Assets
LODHA,2022.0,1998.0,1139.0,-2888.0,Liquidating Assets
LODHA,2023.0,2750.0,1789.0,-3706.0,Liquidating Assets
LODHA,2024.0,2512.0,-2947.0,951.0,Mixed
LT,2013.0,-4355.0,-6922.0,11429.0,Growth Funded by Debt
LT,2014.0,-7143.0,-5510.0,13136.0,Growth Funded by Debt
LT,2015.0,-1365.0,-4778.0,7903.0,Growth Funded by Debt
LT,2016.0,-3240.0,-4627.0,7253.0,Growth Funded by Debt
LT,2017.0,6655.0,-9796.0,2896.0,Mixed
LT,2018.0,-10031.0,3914.0,9370.0,Distress Signal
LT,2019.0,-4756.0,-11023.0,15440.0,Growth Funded by Debt
LT,2020.0,6694.0,-8408.0,6372.0,Mixed
LT,2021.0,23074.0,-5750.0,-15274.0,Reinvestor
LT,2022.0,19164.0,-3585.0,-15181.0,Reinvestor
LT,2023.0,22777.0,-8048.0,-11572.0,Reinvestor
LT,2024.0,18266.0,2179.0,-25413.0,Liquidating Assets
LTIM,2013.0,608.0,-224.0,-396.0,Reinvestor
LTIM,2014.0,628.0,180.0,-769.0,Liquidating Assets
LTIM,2015.0,642.0,-103.0,-497.0,Reinvestor
LTIM,2016.0,858.0,-40.0,-817.0,Reinvestor
LTIM,2017.0,1170.0,-961.0,-33.0,Reinvestor
LTIM,2018.0,844.0,-452.0,-408.0,Reinvestor
LTIM,2019.0,1395.0,-749.0,-594.0,Reinvestor
LTIM,2020.0,1644.0,-643.0,-890.0,Reinvestor
LTIM,2021.0,2400.0,-1657.0,-509.0,Reinvestor
LTIM,2022.0,3251.0,-1643.0,-1680.0,Reinvestor
LTIM,2023.0,3095.0,-271.0,-1932.0,Reinvestor
LTIM,2024.0,5670.0,-3918.0,-2269.0,Reinvestor
M&M,2013.0,-922.0,-2903.0,4508.0,Growth Funded by Debt
M&M,2014.0,-244.0,-4524.0,5577.0,Growth Funded by Debt
M&M,2015.0,1055.0,-4357.0,1669.0,Mixed
M&M,2016.0,2385.0,-5506.0,2967.0,Mixed
M&M,2017.0,183.0,-5875.0,6108.0,Mixed
M&M,2018.0,682.0,-5467.0,6314.0,Mixed
M&M,2019.0,-4347.0,-7174.0,13194.0,Growth Funded by Debt
M&M,2020.0,-1457.0,-6870.0,6933.0,Growth Funded by Debt
M&M,2021.0,17909.0,-19686.0,406.0,Mixed
M&M,2022.0,9248.0,-3252.0,-5883.0,Reinvestor
M&M,2023.0,-7074.0,-8866.0,15946.0,Growth Funded by Debt
M&M,2024.0,-5630.0,-5615.0,12281.0,Growth Funded by Debt
MARUTI,2013.0,4059.0,-3119.0,-979.0,Reinvestor
MARUTI,2014.0,4995.0,-4997.0,-74.0,Reinvestor
MARUTI,2015.0,6449.0,-4491.0,-2004.0,Reinvestor
MARUTI,2016.0,8482.0,-7230.0,-1237.0,Reinvestor
MARUTI,2017.0,10282.0,-9173.0,-1129.0,Reinvestor
MARUTI,2018.0,11788.0,-8302.0,-3436.0,Reinvestor
MARUTI,2019.0,6601.0,-3540.0,-2948.0,Reinvestor
MARUTI,2020.0,3496.0,-557.0,-3104.0,Reinvestor
MARUTI,2021.0,8856.0,-7291.0,-1545.0,Reinvestor
MARUTI,2022.0,1840.0,-239.0,-1607.0,Reinvestor
MARUTI,2023.0,10815.0,-8820.0,-1214.0,Reinvestor
MARUTI,2024.0,16801.0,-11865.0,-4062.0,Reinvestor
MOTHERSON,2013.0,1486.0,-1089.0,-256.0,Reinvestor
MOTHERSON,2014.0,2695.0,-1372.0,-1080.0,Reinvestor
MOTHERSON,2015.0,3390.0,-2844.0,494.0,Mixed
MOTHERSON,2016.0,2188.0,-1906.0,-263.0,Reinvestor
MOTHERSON,2017.0,3800.0,-6145.0,5518.0,Mixed
MOTHERSON,2018.0,3264.0,-3194.0,-2221.0,Reinvestor
MOTHERSON,2019.0,4312.0,-3318.0,-225.0,Reinvestor
MOTHERSON,2020.0,6352.0,-2220.0,-2803.0,Reinvestor
MOTHERSON,2021.0,5051.0,-1886.0,-2098.0,Reinvestor
MOTHERSON,2022.0,2463.0,-2304.0,-1217.0,Reinvestor
MOTHERSON,2023.0,4643.0,-2248.0,-2734.0,Reinvestor
MOTHERSON,2024.0,7569.0,-6644.0,1281.0,Mixed
NAUKRI,2013.0,75.0,-46.0,-12.0,Reinvestor
NAUKRI,2014.0,81.0,-204.0,130.0,Mixed
NAUKRI,2015.0,51.0,-1051.0,1025.0,Mixed
NAUKRI,2016.0,78.0,-2.0,-66.0,Reinvestor
NAUKRI,2017.0,213.0,-165.0,-42.0,Reinvestor
NAUKRI,2018.0,253.0,-149.0,-75.0,Reinvestor
NAUKRI,2019.0,276.0,-59.0,-78.0,Reinvestor
NAUKRI,2020.0,350.0,97.0,-143.0,Liquidating Assets
NAUKRI,2021.0,276.0,-2043.0,1880.0,Mixed
NAUKRI,2022.0,707.0,-1177.0,35.0,Mixed
NAUKRI,2023.0,512.0,-358.0,2.0,Mixed
NAUKRI,2024.0,702.0,-852.0,120.0,Mixed
NESTLEIND,2013.0,1796.0,-441.0,-580.0,Reinvestor
NESTLEIND,2014.0,1644.0,-432.0,-1635.0,Reinvestor
NESTLEIND,2015.0,1098.0,-70.0,-498.0,Reinvestor
NESTLEIND,2016.0,1466.0,-126.0,-666.0,Reinvestor
NESTLEIND,2017.0,1818.0,-131.0,-997.0,Reinvestor
NESTLEIND,2018.0,2052.0,-52.0,-1317.0,Reinvestor
NESTLEIND,2019.0,2295.0,83.0,-3602.0,Liquidating Assets
NESTLEIND,2020.0,2454.0,-321.0,-1956.0,Reinvestor
NESTLEIND,2021.0,2236.0,-1920.0,-2020.0,Reinvestor
NESTLEIND,2022.0,2737.0,-392.0,-2123.0,Reinvestor
NESTLEIND,2023.0,3392.0,-927.0,-2436.0,Reinvestor
NESTLEIND,2024.0,4175.0,-1237.0,-3135.0,Reinvestor
NHPC,2013.0,2846.0,-1330.0,-1344.0,Reinvestor
NHPC,2014.0,3824.0,-1122.0,-4536.0,Reinvestor
NHPC,2015.0,4061.0,-768.0,-2494.0,Reinvestor
