company_id,year,ROE,EPS,OPM,Performance_Score
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
ADANIPORTS,2021,16.59,25.0,69.0,34.836
POWERGRID,2018,15.07,9.0,87.0,34.827999999999996
POWERGRID,2018,15.07,9.0,87.0,34.827999999999996
PFC,2023,25.17,48.0,34.0,34.668
ULTRACEMCO,2019,7.109999999999999,88.0,18.0,34.644
EICHERMOT,2020,18.3,67.0,24.0,34.62
DIVISLAB,2016,26.23,42.0,38.0,34.492
DIVISLAB,2019,19.45,51.0,38.0,34.48
POWERGRID,2017,14.94,8.0,87.0,34.476
POWERGRID,2017,14.94,8.0,87.0,34.476
APOLLOHOSP,2022,19.7,73.0,15.0,34.28
IRFC,2019,9.01,2.0,100.0,34.204
BRITANNIA,2015,55.34,29.0,11.0,34.136
TCS,2013,36.52,36.0,29.0,34.108000000000004
SIEMENS,2024,17.7,76.0,14.0,34.080000000000005
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ADANIPORTS,2017,22.26,19.0,64.0,33.804
ULTRACEMCO,2018,8.43,81.0,20.0,33.672
TORNTPHARM,2024,24.15,49.0,31.0,33.66
POWERGRID,2016,13.55,6.0,88.0,33.62
POWERGRID,2016,13.55,6.0,88.0,33.62
JINDALSTEL,2022,18.99,56.0,30.0,33.396
DIVISLAB,2020,18.84,52.0,34.0,33.336
BAJAJFINSV,2023,26.31,40.0,36.0,33.324
HCLTECH,2024,23.01,58.0,22.0,33.204
POWERGRID,2019,16.98,11.0,77.0,33.192
POWERGRID,2019,16.98,11.0,77.0,33.192
ABB,2012,22.41,68.0,12.0,32.964
POWERGRID,2013,16.34,5.0,83.0,32.936
POWERGRID,2013,16.34,5.0,83.0,32.936
ULTRACEMCO,2015,11.04,76.0,19.0,32.916000000000004
ADANIENSOL,2016,13.77,3.0,88.0,32.808
MARUTI,2013,12.98,82.0,10.0,32.792
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
ADANIPORTS,2013,25.63,8.0,67.0,32.751999999999995
PFC,2022,26.18,42.0,31.0,32.372
TATASTEEL,2022,36.48,33.0,26.0,32.291999999999994
POWERGRID,2015,13.13,5.0,85.0,32.252
POWERGRID,2015,13.13,5.0,85.0,32.252
HCLTECH,2023,22.7,55.0,22.0,32.18
ADANIENSOL,2018,18.87,10.0,72.0,32.147999999999996
INFY,2021,25.44,45.0,28.0,32.076
TRENT,2024,36.31,42.0,16.0,31.924000000000003
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
ADANIPORTS,2016,21.15,14.0,64.0,31.86
DRREDDY,2023,19.35,54.0,26.0,31.740000000000002
LICI,2022,36.38,57.0,0.0,31.652
POWERGRID,2014,13.11,5.0,83.0,31.644
POWERGRID,2014,13.11,5.0,83.0,31.644
LODHA,2019,42.8,21.0,27.0,31.520000000000003
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
ADANIPORTS,2018,17.65,18.0,63.0,31.36
GRASIM,2017,13.53,66.0,20.0,31.212
DIVISLAB,2014,26.08,29.0,40.0,31.131999999999998
DIVISLAB,2024,11.79,60.0,28.0,31.116
GRASIM,2013,19.22,57.0,21.0,31.087999999999997
IRCTC,2023,40.6,13.0,36.0,30.939999999999998
HCLTECH,2022,21.84,50.0,24.0,30.936
ADANIGREEN,2024,12.81,7.0,79.0,30.924
TECHM,2022,20.94,57.0,18.0,30.875999999999998
TECHM,2022,20.94,57.0,18.0,30.875999999999998
M&M,2018,21.64,60.0,14.0,30.855999999999998
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
ADANIPORTS,2015,21.59,11.0,63.0,30.836
DIVISLAB,2015,24.37,32.0,38.0,30.747999999999998
DIVISLAB,2017,19.79,40.0,36.0,30.716
IRCTC,2022,35.29,8.0,47.0,30.616
ADANIPOWER,2023,35.91,28.0,26.0,30.564
BRITANNIA,2016,39.44,34.0,15.0,30.476
GRASIM,2021,10.67,63.0,24.0,30.368
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
ADANIPORTS,2019,16.6,19.0,60.0,30.34
BRITANNIA,2019,27.16,48.0,16.0,30.064
HDFCLIFE,2023,10.53,6.0,80.0,30.012
EICHERMOT,2022,13.3,61.0,21.0,29.92
PFC,2019,26.82,30.0,33.0,29.628
TITAN,2024,37.22,39.0,10.0,29.588
PFC,2021,25.86,36.0,28.0,29.543999999999997
TECHM,2014,33.35,32.0,22.0,29.54
TECHM,2014,33.35,32.0,22.0,29.54
NESTLEIND,2018,43.75,17.0,23.0,29.5
INFY,2020,25.42,39.0,25.0,29.368000000000002
INFY,2018,24.69,37.0,27.0,29.076
BAJAJFINSV,2013,28.38,10.0,49.0,29.052
NAUKRI,2018,24.5,42.0,22.0,29.0
TORNTPHARM,2021,21.45,37.0,31.0,28.979999999999997
TATAMOTORS,2015,25.01,48.0,15.0,28.904
BRITANNIA,2018,29.48,42.0,15.0,28.892000000000003
ASIANPAINT,2023,26.23,43.0,18.0,28.792
ASIANPAINT,2023,26.23,43.0,18.0,28.792
ADANIGREEN,2022,18.71,3.0,68.0,28.784
NESTLEIND,2013,47.17,12.0,21.0,28.768000000000004
JINDALSTEL,2024,13.41,58.0,20.0,28.764
GRASIM,2020,11.72,65.0,15.0,28.688000000000002
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
ADANIPORTS,2022,11.84,23.0,56.0,28.436
BRITANNIA,2017,32.83,37.0,14.0,28.432
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
ADANIPORTS,2014,19.86,8.0,60.0,28.344
APOLLOHOSP,2024,13.48,63.0,13.0,28.191999999999997
IRCTC,2024,34.4,14.0,34.0,28.16
TORNTPHARM,2023,20.09,37.0,30.0,28.136
HCLTECH,2020,21.57,41.0,24.0,28.127999999999997
DIVISLAB,2013,24.07,23.0,38.0,27.927999999999997
HCLTECH,2021,18.64,41.0,27.0,27.856
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
ADANIPORTS,2023,11.88,25.0,52.0,27.852
HCLTECH,2019,24.46,37.0,23.0,27.784
HCLTECH,2014,33.39,23.0,25.0,27.756
ADANIENSOL,2017,14.12,4.0,69.0,27.548
TATAMOTORS,2014,21.42,48.0,15.0,27.468
BRITANNIA,2014,49.5,16.0,9.0,27.3
INFY,2019,23.73,35.0,24.0,27.192
TECHM,2019,21.14,44.0,18.0,27.055999999999997
TECHM,2019,21.14,44.0,18.0,27.055999999999997
ITC,2024,27.85,16.0,37.0,27.04
SUNPHARMA,2017,21.41,29.0,32.0,26.863999999999997
TORNTPHARM,2014,34.89,20.0,23.0,26.856
M&M,2022,15.39,53.0,16.0,26.855999999999998
HCLTECH,2015,30.31,26.0,23.0,26.823999999999998
BPCL,2021,32.34,37.0,9.0,26.736
IRCTC,2020,39.04,6.0,31.0,26.716
BAJAJFINSV,2015,21.72,11.0,49.0,26.688
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
ADANIPORTS,2020,14.87,19.0,50.0,26.648
NESTLEIND,2014,41.77,12.0,21.0,26.608
ITC,2023,28.16,15.0,36.0,26.564
JIOFIN,2024,1.15,3.0,84.0,26.56
ASIANPAINT,2021,25.04,33.0,22.0,26.516
ASIANPAINT,2021,25.04,33.0,22.0,26.516
HAVELLS,2016,42.95,21.0,10.0,26.480000000000004
TECHM,2023,17.39,50.0,15.0,26.456
TECHM,2023,17.39,50.0,15.0,26.456
SHRIRAMFIN,2024,15.12,39.0,29.0,26.447999999999997
SUNPHARMA,2024,15.09,40.0,28.0,26.436
ITC,2014,33.05,7.0,37.0,26.419999999999998
SIEMENS,2023,14.99,55.0,13.0,26.396
SUNPHARMA,2013,23.14,14.0,43.0,26.356
ADANIGREEN,2023,13.32,6.0,64.0,26.328
BAJAJFINSV,2022,20.66,29.0,31.0,26.263999999999996
INFY,2015,24.39,27.0,28.0,26.256
BAJAJFINSV,2021,20.56,28.0,32.0,26.224000000000004
TECHM,2021,17.51,46.0,18.0,26.204
TECHM,2021,17.51,46.0,18.0,26.204
APOLLOHOSP,2023,13.62,57.0,12.0,26.147999999999996
BHARTIARTL,2023,15.84,15.0,51.0,26.136
GODREJCP,2019,32.23,23.0,21.0,26.092
SUNPHARMA,2014,20.94,15.0,44.0,26.076
HCLTECH,2017,26.12,30.0,22.0,26.048000000000002
ITC,2015,30.81,8.0,37.0,25.823999999999998
JINDALSTEL,2021,13.41,36.0,32.0,25.764000000000003
TITAN,2023,27.63,37.0,12.0,25.752000000000002
INFY,2017,20.81,31.0,27.0,25.723999999999997
DIVISLAB,2018,14.8,33.0,33.0,25.72
ASIANPAINT,2020,27.38,28.0,21.0,25.652
ASIANPAINT,2020,27.38,28.0,21.0,25.652
ITC,2013,33.27,6.0,35.0,25.608
TORNTPHARM,2020,21.25,30.0,27.0,25.6
BAJAJFINSV,2019,22.64,20.0,35.0,25.556
INFY,2016,21.85,29.0,27.0,25.54
HCLTECH,2018,23.97,31.0,22.0,25.488
TVSMOTOR,2024,26.22,36.0,14.0,25.487999999999996
GRASIM,2016,12.6,51.0,17.0,25.439999999999998
EICHERMOT,2021,11.78,49.0,20.0,25.412
ADANIPOWER,2022,26.61,13.0,36.0,25.344
TORNTPHARM,2015,30.15,22.0,22.0,25.259999999999998
ADANIGREEN,2021,8.27,1.0,72.0,25.208
PIDILITIND,2024,20.78,34.0,22.0,25.112000000000002
TATAMOTORS,2013,26.51,35.0,13.0,25.003999999999998
INFY,2013,24.82,21.0,29.0,24.928
ITC,2020,23.89,12.0,39.0,24.856
JSWSTEEL,2019,21.62,32.0,22.0,24.848
RELIANCE,2024,9.96,51.0,18.0,24.683999999999997
SUNPHARMA,2023,15.2,35.0,27.0,24.68
INFY,2014,23.93,23.0,27.0,24.572000000000003
NESTLEIND,2017,35.82,13.0,21.0,24.528000000000002
DRREDDY,2015,23.71,27.0,23.0,24.483999999999998
M&M,2014,22.11,38.0,14.0,24.444
NAUKRI,2019,23.28,49.0,1.0,24.312
TECHM,2020,17.87,42.0,15.0,24.248
TECHM,2020,17.87,42.0,15.0,24.248
TECHM,2018,20.09,39.0,15.0,24.235999999999997
TECHM,2018,20.09,39.0,15.0,24.235999999999997
TORNTPHARM,2017,21.47,28.0,24.0,24.188
BAJAJFINSV,2020,19.15,21.0,34.0,24.16
JINDALSTEL,2013,13.89,31.0,31.0,24.156
JSWSTEEL,2021,16.84,33.0,25.0,24.136000000000003
DRREDDY,2014,24.96,23.0,24.0,24.084
BRITANNIA,2013,46.59,11.0,7.0,24.036000000000005
NHPC,2013,9.64,2.0,65.0,23.956
IRCTC,2016,34.87,19.0,14.0,23.848
SUNPHARMA,2015,21.36,22.0,29.0,23.844
PFC,2014,19.85,17.0,36.0,23.84
SHRIRAMFIN,2023,13.84,32.0,29.0,23.836
GRASIM,2014,13.67,44.0,17.0,23.768
ITC,2022,24.82,12.0,34.0,23.728
BHARTIARTL,2024,10.36,13.0,52.0,23.644
RELIANCE,2023,10.35,49.0,16.0,23.64
ASIANPAINT,2022,22.34,32.0,17.0,23.636000000000003
ASIANPAINT,2022,22.34,32.0,17.0,23.636000000000003
PIDILITIND,2016,30.59,16.0,22.0,23.636000000000003
ONGC,2024,16.94,39.0,17.0,23.576
BAJAJFINSV,2017,21.36,14.0,36.0,23.543999999999997
TECHM,2013,24.09,25.0,21.0,23.436000000000003
TECHM,2013,24.09,25.0,21.0,23.436000000000003
M&M,2019,15.05,43.0,15.0,23.42
PIDILITIND,2020,25.18,22.0,22.0,23.272
NHPC,2023,11.53,4.0,58.0,23.212
ONGC,2022,19.0,36.0,16.0,23.2
BAJAJFINSV,2018,20.39,17.0,33.0,23.156
ADANIENSOL,2015,-0.65,0.0,78.0,23.139999999999997
PIDILITIND,2018,27.03,19.0,22.0,23.112000000000002
ITC,2019,21.7,10.0,38.0,23.08
HCLTECH,2013,30.69,14.0,22.0,23.076
DLF,2018,12.68,25.0,35.0,23.072
PFC,2015,18.52,18.0,34.0,23.008
ITC,2018,21.89,9.0,38.0,22.856
NHPC,2015,9.1,2.0,62.0,22.839999999999996
JSWSTEEL,2018,21.83,26.0,21.0,22.832
NHPC,2017,11.99,3.0,57.0,22.796
TORNTPHARM,2013,30.59,13.0,22.0,22.735999999999997
ITC,2021,22.18,11.0,35.0,22.672
ASIANPAINT,2017,26.51,20.0,20.0,22.604
ASIANPAINT,2017,26.51,20.0,20.0,22.604
TECHM,2015,21.71,27.0,19.0,22.483999999999998
TECHM,2015,21.71,27.0,19.0,22.483999999999998
PFC,2016,17.16,19.0,33.0,22.464
ADANIGREEN,2017,-3.91,0.0,80.0,22.436
ASIANPAINT,2013,34.28,12.0,17.0,22.412
ASIANPAINT,2013,34.28,12.0,17.0,22.412
ITC,2016,22.26,8.0,37.0,22.404000000000003
TECHM,2016,20.75,31.0,16.0,22.400000000000002
TECHM,2016,20.75,31.0,16.0,22.400000000000002
NAUKRI,2024,1.97,44.0,28.0,22.387999999999998
ITC,2017,22.57,8.0,36.0,22.228
ASIANPAINT,2016,27.63,18.0,19.0,22.151999999999997
ASIANPAINT,2016,27.63,18.0,19.0,22.151999999999997
TATAMOTORS,2016,14.79,40.0,14.0,22.116
M&M,2013,20.69,33.0,13.0,22.076
PFC,2018,22.08,20.0,24.0,22.031999999999996
ASIANPAINT,2018,24.95,21.0,19.0,21.98
ASIANPAINT,2018,24.95,21.0,19.0,21.98
EICHERMOT,2014,27.9,23.0,13.0,21.959999999999997
ASIANPAINT,2019,23.31,22.0,20.0,21.924
ASIANPAINT,2019,23.31,22.0,20.0,21.924
PFC,2013,18.74,13.0,35.0,21.896
DRREDDY,2013,23.98,18.0,23.0,21.892
SHRIRAMFIN,2018,18.62,20.0,28.0,21.848
SIEMENS,2022,13.29,43.0,12.0,21.816000000000003
TVSMOTOR,2023,23.78,28.0,13.0,21.811999999999998
BHARTIARTL,2022,12.48,7.0,49.0,21.792
RELIANCE,2022,8.7,45.0,16.0,21.78
SIEMENS,2015,22.94,33.0,9.0,21.776
NHPC,2021,10.89,3.0,55.0,21.756
BAJAJFINSV,2016,20.41,12.0,33.0,21.664
PIDILITIND,2017,24.86,17.0,22.0,21.644
PIDILITIND,2021,20.13,22.0,23.0,21.552
GODREJCP,2018,26.11,16.0,21.0,21.544
HAVELLS,2013,40.29,9.0,9.0,21.516
IOC,2024,23.53,30.0,10.0,21.412
NHPC,2020,10.66,3.0,54.0,21.363999999999997
ASIANPAINT,2015,30.09,15.0,16.0,21.336000000000002
ASIANPAINT,2015,30.09,15.0,16.0,21.336000000000002
JSWENERGY,2015,18.06,8.0,39.0,21.323999999999998
SUNPHARMA,2016,17.15,19.0,29.0,21.259999999999998
IRCTC,2017,29.1,11.0,21.0,21.240000000000002
ASIANPAINT,2014,31.27,13.0,16.0,21.208000000000002
ASIANPAINT,2014,31.27,13.0,16.0,21.208000000000002
NESTLEIND,2016,30.5,10.0,20.0,21.200000000000003
DRREDDY,2016,16.95,25.0,23.0,21.18
PFC,2020,19.18,22.0,23.0,21.172
ADANIENSOL,2021,14.46,11.0,40.0,21.084
NHPC,2019,9.21,3.0,55.0,21.084
JSWENERGY,2016,15.05,9.0,41.0,21.02
ONGC,2014,15.49,21.0,28.0,20.896
SHRIRAMFIN,2013,19.94,12.0,31.0,20.875999999999998
TORNTPHARM,2022,13.05,23.0,29.0,20.82
NHPC,2018,9.27,2.0,55.0,20.808
NHPC,2016,7.470000000000001,2.0,57.0,20.688
DABUR,2013,36.56,4.0,16.0,20.624000000000002
GRASIM,2018,6.43,39.0,21.0,20.572
JSWENERGY,2022,10.01,11.0,44.0,20.503999999999998
BPCL,2017,30.85,20.0,7.0,20.440000000000005
PIDILITIND,2022,18.85,24.0,19.0,20.44
JSWENERGY,2024,8.28,10.0,47.0,20.412
NHPC,2024,10.41,4.0,50.0,20.364
GRASIM,2015,11.16,37.0,16.0,20.364
TATASTEEL,2018,29.15,12.0,17.0,20.36
NHPC,2014,5.779999999999999,1.0,59.0,20.311999999999998
NTPC,2024,13.27,21.0,29.0,20.308
TITAN,2022,23.63,24.0,12.0,20.252000000000002
JSWSTEEL,2024,11.55,36.0,16.0,20.22
DABUR,2016,30.06,7.0,20.0,20.124000000000002
TITAN,2013,36.8,8.0,10.0,20.119999999999997
DABUR,2014,34.48999999999999,5.0,16.0,20.095999999999997
ONGC,2013,15.73,19.0,27.0,20.092
GODREJCP,2017,24.67,13.0,21.0,20.068
PIDILITIND,2019,22.37,18.0,19.0,20.048
MOTHERSON,2016,40.35,3.0,10.0,20.04
IRCTC,2015,29.5,13.0,14.0,19.900000000000002
RELIANCE,2021,7.68,39.0,17.0,19.872
BHEL,2013,21.91,18.0,19.0,19.864
TECHM,2017,17.35,29.0,14.0,19.84
TECHM,2017,17.35,29.0,14.0,19.84
PIDILITIND,2023,17.87,25.0,17.0,19.747999999999998
LODHA,2016,17.69,16.0,26.0,19.676000000000002
SHRIRAMFIN,2019,16.14,20.0,24.0,19.656
DABUR,2015,31.84,6.0,17.0,19.636000000000003
DMART,2024,13.56,39.0,8.0,19.523999999999997
BPCL,2016,29.1,19.0,7.0,19.44
DMART,2023,14.79,37.0,8.0,19.415999999999997
ADANIENSOL,2022,12.47,11.0,37.0,19.387999999999998
LICI,2021,43.2,7.0,0.0,19.380000000000003
APOLLOHOSP,2020,12.93,33.0,14.0,19.272000000000002
NTPC,2022,12.53,17.0,30.0,19.112000000000002
JINDALSTEL,2023,10.27,31.0,19.0,19.107999999999997
GODREJCP,2021,18.23,17.0,22.0,18.991999999999997
BPCL,2022,22.51,27.0,6.0,18.904
ONGC,2019,15.64,24.0,18.0,18.855999999999998
BPCL,2018,26.74,21.0,6.0,18.796
TORNTPHARM,2018,14.67,20.0,23.0,18.768
DRREDDY,2019,13.9,23.0,21.0,18.76
IRCTC,2019,28.85,4.0,20.0,18.740000000000002
NHPC,2022,10.81,4.0,44.0,18.724
GODREJCP,2020,18.95,15.0,22.0,18.68
DABUR,2019,25.67,8.0,20.0,18.668
DABUR,2017,26.41,7.0,20.0,18.664
JINDALSTEL,2014,8.39,21.0,30.0,18.656
NTPC,2021,11.9,15.0,31.0,18.560000000000002
MOTHERSON,2015,38.87,2.0,8.0,18.548
SIEMENS,2017,14.79,32.0,10.0,18.516
M&M,2017,13.6,30.0,13.0,18.34
IRCTC,2018,23.14,11.0,19.0,18.256
DABUR,2018,23.8,8.0,21.0,18.220000000000002
DABUR,2021,22.12,10.0,21.0,18.148
SHRIRAMFIN,2020,13.85,20.0,22.0,18.14
EICHERMOT,2013,25.55,15.0,11.0,18.02
BHARTIARTL,2015,12.69,8.0,35.0,17.976
