company_id,year,ROE,EPS,OPM,Performance_Score
BHARTIARTL,2016,10.32,11.0,35.0,17.928
GAIL,2022,19.19,18.0,16.0,17.876
ADANIENSOL,2023,10.9,11.0,34.0,17.86
NTPC,2023,11.65,17.0,27.0,17.86
MOTHERSON,2014,37.07,2.0,8.0,17.828
RELIANCE,2018,12.29,27.0,16.0,17.816
HAVELLS,2021,20.17,17.0,15.0,17.668
TITAN,2020,22.39,17.0,12.0,17.656
DABUR,2022,20.78,10.0,21.0,17.612000000000002
NTPC,2013,15.49,13.0,25.0,17.596
HAVELLS,2022,19.92,19.0,13.0,17.568
JSWENERGY,2014,11.57,5.0,38.0,17.528
DABUR,2020,21.92,8.0,21.0,17.468
SIEMENS,2019,12.14,31.0,11.0,17.456
DRREDDY,2022,11.36,26.0,17.0,17.444
GODREJCP,2013,25.51,8.0,16.0,17.404
ONGC,2017,15.01,19.0,19.0,17.404
DRREDDY,2021,11.07,23.0,20.0,17.328
RELIANCE,2019,10.29,29.0,15.0,17.316
GODREJCP,2022,15.43,17.0,20.0,17.272
JSWSTEEL,2017,15.31,15.0,22.0,17.224
JSWENERGY,2013,14.52,6.0,32.0,17.208
PIDILITIND,2013,25.68,8.0,15.0,17.172
TVSMOTOR,2018,24.83,14.0,10.0,17.132
EICHERMOT,2012,27.07,12.0,9.0,17.128
TITAN,2014,29.13,8.0,10.0,17.052
TITAN,2019,22.88,16.0,10.0,16.951999999999998
TVSMOTOR,2019,22.86,15.0,11.0,16.944
SHRIRAMFIN,2014,15.96,11.0,24.0,16.884
PIDILITIND,2015,22.64,10.0,16.0,16.856
GODREJCP,2015,22.64,9.0,17.0,16.856
SIEMENS,2021,10.52,31.0,11.0,16.808
M&M,2016,13.42,25.0,13.0,16.768
RELIANCE,2020,8.88,29.0,15.0,16.752
PIDILITIND,2014,23.05,9.0,16.0,16.72
ONGC,2023,11.68,28.0,12.0,16.671999999999997
JSWENERGY,2020,9.28,7.0,36.0,16.612
DRREDDY,2020,12.99,24.0,14.0,16.596
ADANIENSOL,2020,8.309999999999999,7.0,37.0,16.524
TATAMOTORS,2018,9.53,31.0,11.0,16.412
JSWENERGY,2021,5.67,5.0,42.0,16.368
AMBUJACEM,2021,14.64,14.0,21.0,16.356
M&M,2015,13.08,25.0,12.0,16.332
NTPC,2014,13.06,12.0,25.0,16.323999999999998
NTPC,2020,10.02,12.0,29.0,16.308
TATAMOTORS,2017,13.02,26.0,11.0,16.308
DABUR,2023,18.96,10.0,19.0,16.284
TITAN,2015,26.46,9.0,10.0,16.284
RELIANCE,2016,12.9,22.0,15.0,16.259999999999998
GODREJCP,2016,19.48,8.0,20.0,16.192
LODHA,2024,8.9,16.0,26.0,16.16
NTPC,2019,12.6,14.0,23.0,16.14
UNIONBANK,2013,12.39,36.0,1.0,16.056
DABUR,2024,18.36,10.0,19.0,16.044
SHRIRAMFIN,2021,11.51,18.0,20.0,16.003999999999998
GRASIM,2019,4.73,25.0,22.0,15.991999999999999
DLF,2024,6.909999999999999,11.0,33.0,15.964
ADANIGREEN,2020,-2.89,0.0,57.0,15.943999999999997
APOLLOHOSP,2014,10.58,23.0,16.0,15.931999999999999
ONGC,2015,9.81,14.0,26.0,15.924
SHRIRAMFIN,2022,10.43,20.0,19.0,15.872
HAVELLS,2024,17.07,20.0,10.0,15.828
APOLLOHOSP,2013,11.03,22.0,16.0,15.812000000000001
HAVELLS,2014,26.77,7.0,10.0,15.808
ADANIENSOL,2024,9.46,10.0,30.0,15.784
AMBUJACEM,2012,14.69,8.0,25.0,15.776
BHARTIARTL,2017,6.29,7.0,37.0,15.716
BPCL,2019,22.0,18.0,5.0,15.7
LODHA,2017,14.48,13.0,20.0,15.692
ADANIENSOL,2019,6.950000000000001,5.0,38.0,15.680000000000001
RELIANCE,2017,11.31,22.0,15.0,15.623999999999999
APOLLOHOSP,2015,10.56,24.0,14.0,15.623999999999999
ONGC,2018,12.78,17.0,18.0,15.611999999999998
JSWENERGY,2017,6.01,4.0,40.0,15.604
IOC,2021,19.46,15.0,11.0,15.584
TITAN,2018,21.65,13.0,10.0,15.56
ADANIENT,2014,11.14,20.0,17.0,15.556
GAIL,2020,19.31,14.0,12.0,15.524
IOC,2022,19.27,18.0,8.0,15.508000000000001
NTPC,2016,11.77,11.0,25.0,15.508
NESTLEIND,2015,19.99,6.0,19.0,15.495999999999999
NTPC,2017,10.95,11.0,26.0,15.48
JSWENERGY,2023,7.94,9.0,32.0,15.475999999999999
IOC,2018,19.87,15.0,10.0,15.448
GODREJCP,2023,12.34,17.0,18.0,15.436
ADANIENT,2024,8.53,28.0,12.0,15.412
TORNTPHARM,2019,9.23,13.0,26.0,15.392
TVSMOTOR,2020,19.71,13.0,12.0,15.384
GODREJCP,2014,21.7,7.0,15.0,15.28
ONGC,2016,6.619999999999999,10.0,32.0,15.248
NAUKRI,2013,12.5,8.0,26.0,15.2
IOC,2017,19.97,14.0,10.0,15.187999999999999
NTPC,2018,10.14,11.0,26.0,15.155999999999999
SUNPHARMA,2022,7.06,14.0,27.0,15.123999999999999
AMBUJACEM,2024,11.43,16.0,19.0,15.072
AMBUJACEM,2020,13.65,12.0,20.0,15.06
HAVELLS,2019,18.77,13.0,12.0,15.008
DLF,2017,2.88,4.0,42.0,14.952
SIEMENS,2018,10.86,25.0,10.0,14.844000000000001
LODHA,2022,9.98,12.0,24.0,14.792
SUNPHARMA,2020,9.22,16.0,21.0,14.788
TVSMOTOR,2022,16.61,16.0,11.0,14.744
ADANIPOWER,2021,9.69,3.0,33.0,14.676
ADANIENT,2015,8.93,18.0,19.0,14.672
AMBUJACEM,2014,14.77,10.0,19.0,14.608
TVSMOTOR,2017,22.96,11.0,7.0,14.584000000000001
HAVELLS,2023,16.18,17.0,10.0,14.572
NTPC,2015,12.17,10.0,22.0,14.468
MOTHERSON,2017,26.26,3.0,10.0,14.404000000000002
HAVELLS,2018,17.72,11.0,13.0,14.288
LODHA,2018,15.41,10.0,17.0,14.264000000000001
TVSMOTOR,2016,23.58,9.0,7.0,14.232
JSWSTEEL,2020,10.71,17.0,16.0,14.184000000000001
TRENT,2023,15.18,13.0,14.0,14.172
DRREDDY,2017,10.54,16.0,17.0,14.116
ADANIPOWER,2016,7.380000000000001,2.0,35.0,14.052
TATAPOWER,2024,13.23,12.0,17.0,13.991999999999999
TVSMOTOR,2015,24.75,7.0,6.0,13.8
LODHA,2020,16.3,9.0,15.0,13.72
HAVELLS,2020,17.05,12.0,11.0,13.719999999999999
TATASTEEL,2019,13.23,9.0,19.0,13.692
DMART,2022,10.91,23.0,8.0,13.664
DLF,2023,5.4,8.0,30.0,13.56
TVSMOTOR,2021,15.89,13.0,11.0,13.556000000000001
BPCL,2015,22.52,11.0,4.0,13.508
DMART,2018,17.26,13.0,9.0,13.504
TECHM,2024,8.99,24.0,9.0,13.495999999999999
TECHM,2024,8.99,24.0,9.0,13.495999999999999
DMART,2020,11.74,20.0,9.0,13.396
DLF,2015,1.85,3.0,39.0,13.34
AMBUJACEM,2013,13.51,8.0,18.0,13.204
AMBUJACEM,2018,13.29,11.0,15.0,13.116
DLF,2016,1.27,2.0,40.0,13.108
DMART,2019,16.14,14.0,8.0,13.056000000000001
SUNPHARMA,2021,4.89,12.0,25.0,13.056
AMBUJACEM,2019,11.56,11.0,17.0,13.024000000000001
SUNPHARMA,2019,7.75,11.0,22.0,13.0
HAVELLS,2015,21.18,6.0,9.0,12.971999999999998
GAIL,2024,12.86,15.0,11.0,12.943999999999999
IRCTC,2021,12.84,2.0,24.0,12.936
SHRIRAMFIN,2017,11.17,10.0,18.0,12.867999999999999
SIEMENS,2020,8.1,22.0,10.0,12.84
BHARTIARTL,2014,5.050000000000001,5.0,31.0,12.82
JSWENERGY,2019,5.79,4.0,31.0,12.815999999999999
SHRIRAMFIN,2016,11.64,9.0,18.0,12.756
MOTHERSON,2018,22.87,3.0,9.0,12.748000000000001
ADANIGREEN,2018,-10.29,-1.0,57.0,12.683999999999997
BHARTIARTL,2018,3.14,2.0,36.0,12.655999999999999
DMART,2016,21.04,6.0,8.0,12.616000000000001
GAIL,2019,14.24,10.0,13.0,12.596000000000002
ONGC,2021,9.67,13.0,16.0,12.568000000000001
UNIONBANK,2024,14.14,18.0,5.0,12.556000000000001
TITAN,2016,19.25,8.0,8.0,12.5
TATAPOWER,2023,13.23,10.0,14.0,12.492
DLF,2022,4.130000000000001,6.0,30.0,12.452
DLF,2013,2.59,4.0,34.0,12.436
RELIANCE,2015,10.82,17.0,10.0,12.428
GAIL,2013,15.17,6.0,15.0,12.368
HAVELLS,2017,15.08,8.0,13.0,12.332
BPCL,2014,20.85,9.0,4.0,12.24
SHRIRAMFIN,2015,11.09,8.0,18.0,12.236
TATASTEEL,2021,11.03,6.0,20.0,12.212
BHARTIARTL,2013,4.5,4.0,30.0,12.0
SBILIFE,2013,23.03,6.0,3.0,11.912
GAIL,2014,14.75,7.0,13.0,11.9
SBILIFE,2018,17.62,12.0,4.0,11.847999999999999
IOC,2019,15.36,12.0,7.0,11.844
TVSMOTOR,2013,22.02,4.0,6.0,11.808
SBILIFE,2019,17.52,13.0,3.0,11.808
TATAPOWER,2018,15.92,9.0,9.0,11.767999999999999
RELIANCE,2014,11.35,16.0,8.0,11.74
TITAN,2017,16.47,8.0,9.0,11.687999999999999
SBILIFE,2014,21.69,7.0,3.0,11.676
SUNPHARMA,2018,6.63,9.0,21.0,11.652000000000001
ADANIENT,2023,7.33,22.0,7.0,11.632
SBILIFE,2020,16.26,14.0,3.0,11.604000000000001
RELIANCE,2013,11.47,15.0,8.0,11.488000000000001
ADANIGREEN,2019,-24.57,-3.0,74.0,11.471999999999998
TATAPOWER,2019,14.24,9.0,10.0,11.396
SBILIFE,2015,20.09,8.0,3.0,11.336
GAIL,2021,11.55,9.0,13.0,11.22
APOLLOHOSP,2016,7.049999999999999,17.0,11.0,11.219999999999999
DLF,2019,3.91,6.0,26.0,11.164
TATACONSUM,2024,7.57,12.0,15.0,11.128
DRREDDY,2018,7.53,11.0,16.0,11.112
SBILIFE,2017,17.2,10.0,4.0,11.079999999999998
NAUKRI,2014,8.93,8.0,17.0,11.072
UNIONBANK,2015,8.9,28.0,-3.0,11.06
DLF,2014,2.15,4.0,30.0,11.06
SBILIFE,2016,17.83,8.0,5.0,11.032
AMBUJACEM,2017,9.41,8.0,16.0,10.963999999999999
MOTHERSON,2019,19.14,3.0,8.0,10.956000000000001
JSWSTEEL,2023,6.3,17.0,11.0,10.919999999999998
SIEMENS,2014,13.78,17.0,1.0,10.912
GAIL,2018,11.53,7.0,14.0,10.911999999999999
TITAN,2021,12.99,11.0,8.0,10.896
BHARTIARTL,2019,2.36,1.0,32.0,10.844
BHEL,2014,10.56,10.0,12.0,10.824
UNIONBANK,2014,9.05,27.0,-3.0,10.82
DMART,2021,9.02,17.0,7.0,10.808
APOLLOHOSP,2019,6.0,17.0,11.0,10.8
TATAPOWER,2020,6.73,4.0,23.0,10.792
SBILIFE,2024,12.7,19.0,0.0,10.780000000000001
TATACONSUM,2023,8.110000000000001,12.0,13.0,10.744
ADANIENT,2013,5.69,15.0,13.0,10.676
JSWSTEEL,2015,7.73,7.0,18.0,10.591999999999999
DLF,2021,3.06,4.0,27.0,10.524000000000001
JSWENERGY,2018,0.77,0.0,34.0,10.508
M&M,2021,3.64,15.0,15.0,10.456
SBILIFE,2021,14.0,15.0,1.0,10.400000000000002
SBILIFE,2023,13.22,17.0,0.0,10.388
DMART,2015,17.67,4.0,7.0,10.368
PFC,2017,6.069999999999999,7.0,19.0,10.228000000000002
TATAPOWER,2017,8.32,3.0,20.0,10.228
TATAPOWER,2022,9.61,5.0,16.0,10.143999999999998
TATAPOWER,2021,6.45,4.0,21.0,10.08
MOTHERSON,2013,19.75,1.0,6.0,10.0
SBILIFE,2022,12.96,15.0,1.0,9.984000000000002
NAUKRI,2016,7.649999999999999,11.0,12.0,9.959999999999999
TATACONSUM,2022,6.7,10.0,14.0,9.879999999999999
DMART,2017,12.47,8.0,8.0,9.788
DMART,2014,16.84,3.0,7.0,9.736
IOC,2016,13.8,8.0,6.0,9.719999999999999
LODHA,2023,3.87,5.0,22.0,9.648
AMBUJACEM,2016,7.23,6.0,16.0,9.492
AMBUJACEM,2015,7.870000000000001,5.0,16.0,9.448
TVSMOTOR,2014,16.11,4.0,6.0,9.443999999999999
APOLLOHOSP,2017,3.95,16.0,10.0,9.379999999999999
TATACONSUM,2018,7.91,8.0,12.0,9.164
TATACONSUM,2021,6.4,9.0,13.0,9.16
TATASTEEL,2023,7.829999999999999,7.0,13.0,9.132
ONGC,2020,5.59,9.0,13.0,8.836
TATACONSUM,2014,8.72,7.0,10.0,8.588000000000001
GAIL,2017,8.58,5.0,12.0,8.532
MOTHERSON,2024,11.55,4.0,9.0,8.52
TATACONSUM,2013,9.25,6.0,10.0,8.5
JSWSTEEL,2013,5.44,4.0,17.0,8.475999999999999
TATACONSUM,2017,7.26,6.0,12.0,8.303999999999998
LODHA,2021,1.04,1.0,25.0,8.216
MOTHERSON,2021,12.49,2.0,8.0,7.996
GAIL,2015,9.29,5.0,9.0,7.915999999999999
TATASTEEL,2014,9.04,3.0,11.0,7.816
GAIL,2023,8.62,9.0,5.0,7.648
MOTHERSON,2020,11.49,2.0,8.0,7.596
TATACONSUM,2019,6.23,6.0,11.0,7.592
APOLLOHOSP,2021,2.98,10.0,11.0,7.492
TATAPOWER,2015,3.19,1.0,19.0,7.276
ADANIENT,2016,7.470000000000001,9.0,5.0,7.188000000000001
TRENT,2020,4.44,3.0,15.0,7.176
TATAMOTORS,2023,5.94,7.0,9.0,7.176
DMART,2013,11.91,2.0,6.0,7.164
BPCL,2020,10.04,7.0,3.0,7.016
ADANIENT,2020,6.140000000000001,10.0,5.0,6.956
ADANIPOWER,2014,-4.45,-1.0,30.0,6.92
ADANIENT,2017,6.54,9.0,5.0,6.816
IOC,2014,10.26,5.0,4.0,6.804
JSWSTEEL,2014,1.9,2.0,18.0,6.76
TATACONSUM,2020,3.330000000000001,5.0,13.0,6.732000000000001
UNIONBANK,2023,10.8,12.0,-4.0,6.72
BPCL,2013,11.54,4.0,3.0,6.715999999999999
IOC,2023,8.38,7.0,4.0,6.652
ADANIENT,2021,6.1,8.0,6.0,6.64
UNIONBANK,2016,5.84,20.0,-6.0,6.5360000000000005
TATACONSUM,2015,4.97,4.0,10.0,6.188
APOLLOHOSP,2018,1.85,8.0,10.0,6.140000000000001
TRENT,2018,5.45,3.0,10.0,6.08
TRENT,2015,9.07,4.0,4.0,6.0280000000000005
MOTHERSON,2023,7.44,2.0,8.0,5.976000000000001
TRENT,2019,5.77,3.0,9.0,5.9079999999999995
GAIL,2016,5.149999999999999,3.0,9.0,5.659999999999999
TATAPOWER,2013,1.0,0.0,17.0,5.5
ADANIENT,2018,3.94,7.0,6.0,5.476
TATAPOWER,2014,0.1,-1.0,19.0,5.44
TATAPOWER,2016,6.76,2.0,7.0,5.404
TRENT,2022,1.48,3.0,13.0,5.3919999999999995
TRENT,2017,5.489999999999999,3.0,7.0,5.196
ADANIENT,2022,3.54,7.0,5.0,5.016
BHEL,2015,4.24,4.0,7.0,4.996
ADANIENT,2019,3.43,7.0,5.0,4.972
MOTHERSON,2022,5.74,1.0,7.0,4.696
JINDALSTEL,2020,-1.24,-1.0,18.0,4.603999999999999
TATASTEEL,2020,1.6,1.0,12.0,4.54
DLF,2020,-1.71,-2.0,19.0,4.416
IOC,2015,7.08,3.0,2.0,4.332
BHEL,2019,3.24,3.0,7.0,4.296
INDIGO,2019,120.93,4.0,-151.0,4.272000000000013
IOC,2013,5.75,3.0,3.0,4.1
M&M,2020,-0.8,1.0,13.0,3.88
BPCL,2023,3.98,5.0,2.0,3.692
TRENT,2016,3.76,2.0,5.0,3.604
UNIONBANK,2022,7.430000000000001,8.0,-6.0,3.572
JSWSTEEL,2016,-2.54,-1.0,15.0,3.184
GODREJCP,2024,-4.45,-5.0,21.0,3.0199999999999996
BHEL,2023,2.68,2.0,4.0,2.872
BHEL,2018,1.35,1.0,6.0,2.6399999999999997
BHEL,2022,1.68,1.0,4.0,2.1719999999999997
BHEL,2017,1.4,1.0,4.0,2.0599999999999996
NAUKRI,2023,-0.52,-8.0,15.0,1.892
BHEL,2024,1.15,1.0,3.0,1.66
TATACONSUM,2016,-0.59,0.0,6.0,1.5639999999999998
JINDALSTEL,2015,-6.9,-14.0,28.0,1.4399999999999995
NAUKRI,2015,-0.99,2.0,3.0,1.1039999999999999
ADANIPOWER,2015,-14.25,-3.0,25.0,0.9000000000000004
ADANIPOWER,2019,-12.76,-3.0,21.0,0.29600000000000026
IOC,2020,-1.97,-1.0,3.0,-0.18800000000000017
TATASTEEL,2024,-5.33,-4.0,10.0,-0.33199999999999985
TATASTEEL,2016,-1.14,0.0,-1.0,-0.756
JINDALSTEL,2018,-5.319999999999999,-15.0,19.0,-0.9279999999999999
TRENT,2014,-1.92,-1.0,0.0,-1.068
UNIONBANK,2017,2.38,8.0,-15.0,-1.1480000000000001
TRENT,2013,-2.19,-1.0,0.0,-1.176
UNIONBANK,2021,4.42,4.0,-16.0,-1.8319999999999999
NAUKRI,2017,-2.7,-2.0,-1.0,-1.9800000000000002
TATASTEEL,2017,-11.02,-4.0,12.0,-2.008000000000001
BHARTIARTL,2021,-20.97,-26.0,45.0,-2.687999999999999
JINDALSTEL,2019,-7.52,-17.0,18.0,-2.708000000000001
BHEL,2016,-2.18,-2.0,-5.0,-2.972
TRENT,2021,-7.829999999999999,-4.0,4.0,-3.1319999999999997
BHEL,2020,-5.12,-4.0,-1.0,-3.548
JINDALSTEL,2017,-8.450000000000001,-25.0,22.0,-4.280000000000001
TATASTEEL,2015,-12.56,-3.0,2.0,-5.324000000000002
JINDALSTEL,2016,-9.52,-32.0,18.0,-8.008
ADANIPOWER,2020,-35.09999999999999,-6.0,22.0,-9.239999999999997
TATASTEEL,2013,-21.28,-6.0,3.0,-9.412
BHEL,2021,-10.39,-8.0,-18.0,-11.956
UNIONBANK,2020,-9.18,-9.0,-25.0,-13.872
UNIONBANK,2019,-10.89,-17.0,-25.0,-16.956
TATAMOTORS,2020,-18.98,-39.0,7.0,-17.192
TATAMOTORS,2022,-25.38,-34.0,9.0,-17.652
TATAMOTORS,2021,-24.25,-41.0,13.0,-18.1
NAUKRI,2020,-11.21,-19.0,-27.0,-18.284
BHARTIARTL,2020,-39.75,-55.0,42.0,-19.799999999999997
ADANIPOWER,2013,-53.45999999999999,-10.0,14.0,-20.183999999999997
UNIONBANK,2018,-20.64,-45.0,-36.0,-32.556
ICICIGI,2013,18.88,8.0,-178.0,-43.448
TATAMOTORS,2019,-47.73,-100.0,8.0,-46.692
ICICIGI,2015,20.27,13.0,-221.0,-54.291999999999994
ICICIGI,2014,21.72,12.0,-225.0,-55.212
ICICIGI,2018,18.98,19.0,-262.0,-65.30799999999999
ADANIPOWER,2017,-205.8,-16.0,26.0,-79.32000000000001
ICICIPRULI,2020,14.79,7.0,-319.0,-87.684
ADANIPOWER,2018,-236.56,-5.0,27.0,-88.02400000000002
INDUSINDBK,2019,12.37,55.0,-437.0,-109.65199999999999
ICICIPRULI,2021,10.5,7.0,-390.0,-110.7
INDUSINDBK,2020,12.73,64.0,-553.0,-141.608
CANBK,2015,9.02,11.0,-621.0,-179.392
CANBK,2014,8.85,10.0,-672.0,-195.06
INDUSINDBK,2022,9.67,60.0,-839.0,-229.832
KOTAKBANK,2014,13.24,16.0,-1379.0,-403.604
INDIGO,2021,-1094.15,-151.0,2.0,-482.36000000000007
ICICIPRULI,2023,8.06,6.0,-1757.0,-522.076
KOTAKBANK,2013,14.66,15.0,-1789.0,-526.3359999999999
ICICIPRULI,2024,7.73,6.0,-1829.0,-543.8079999999999
ICICIPRULI,2022,8.290000000000001,5.0,-2163.0,-644.084
KOTAKBANK,2016,10.56,19.0,-2263.0,-668.976
INDUSINDBK,2021,6.54,37.0,-2469.0,-726.9839999999999
AXISBANK,2021,6.36,22.0,-2510.0,-743.856
BANKBARODA,2022,8.64,15.0,-2948.0,-876.444
KOTAKBANK,2015,14.01,20.0,-3366.0,-998.1959999999999
KOTAKBANK,2017,13.04,27.0,-3965.0,-1176.184
KOTAKBANK,2018,12.4,33.0,-4141.0,-1227.44
BANKBARODA,2017,4.31,8.0,-4372.0,-1307.4759999999999
KOTAKBANK,2020,12.9,45.0,-5005.0,-1482.84
KOTAKBANK,2019,12.47,38.0,-5114.0,-1517.8120000000001
BANKBARODA,2019,2.12,4.0,-5414.0,-1622.152
AXISBANK,2019,6.9,18.0,-5447.0,-1625.9399999999998
KOTAKBANK,2023,13.35,75.0,-5746.0,-1695.96
AXISBANK,2017,6.529999999999999,15.0,-5715.0,-1707.388
CANBK,2017,4.07,5.0,-5775.0,-1729.372
BANKBARODA,2021,1.97,3.0,-6957.0,-2085.412
CANBK,2024,16.72,17.0,-7745.0,-2311.712
CANBK,2016,-7.82,-9.0,-8008.0,-2408.228
KOTAKBANK,2022,12.51,61.0,-8512.0,-2530.296
BANKBARODA,2018,-3.94,-7.0,-9197.0,-2762.776
CANBK,2023,14.53,12.0,-9877.0,-2953.688
AXISBANK,2020,1.88,6.0,-9859.0,-2955.1479999999997
KOTAKBANK,2021,11.85,50.0,-9958.0,-2967.6600000000003
AXISBANK,2018,0.43,1.0,-10277.0,-3082.6279999999997
CANBK,2019,1.85,2.0,-11590.0,-3475.66
BANKBARODA,2020,1.29,2.0,-11728.0,-3517.284
BANKBARODA,2016,-11.84,-22.0,-11700.0,-3521.336
CANBK,2020,-4.66,-4.0,-12867.0,-3863.1639999999998
ICICIBANK,2014,15.28,17.0,-13084.0,-3913.988
KOTAKBANK,2024,14.01,92.0,-13382.0,-3981.3959999999997
CANBK,2018,-10.5,-11.0,-13350.0,-4012.5
CANBK,2022,8.799999999999999,7.0,-13657.0,-4091.4799999999996
ICICIBANK,2024,17.99,63.0,-14152.0,-4219.504
ICICIBANK,2013,14.73,15.0,-15085.0,-4515.108
ICICIBANK,2015,15.28,19.0,-16120.0,-4824.188
ICICIBANK,2023,16.53,49.0,-17341.0,-5180.988
CANBK,2021,4.74,4.0,-18367.0,-5507.004
ICICIBANK,2022,14.58,36.0,-26558.0,-7950.768
ICICIBANK,2016,11.61,16.0,-26955.0,-8077.056
ICICIBANK,2017,10.84,16.0,-37737.0,-11311.964
HDFCBANK,2024,14.34,84.0,-44685.0,-13374.564
ICICIBANK,2021,12.92,27.0,-44805.0,-13428.232
ICICIBANK,2018,8.23,12.0,-44906.0,-13464.908
ICICIBANK,2020,9.13,15.0,-45190.0,-13548.848
ICICIBANK,2019,4.98,7.0,-50971.0,-15287.207999999999
